group	label	n_culture_positive	n_culture_negative	median_rel_ab_positive	median_rel_ab_negative	u_statistic	auroc	pvalue	test_name	sensitivity_at_1pct	false_positive_rate_at_1pct	qvalue
s_aureus	S. aureus	53	21	0.231353591160221	0.01688468318025791	854.0	0.7672955974842768	0.00018474051462142379	Mann-Whitney U (culture positive > culture negative)	0.8679245283018868	0.5238095238095238	0.0005542215438642714
p_aeruginosa	P. aeruginosa	17	57	0.6915091693553607	0.05513557929334429	839.0	0.8658410732714138	2.697027346316525e-06	Mann-Whitney U (culture positive > culture negative)	1.0	0.7017543859649122	2.4273246116848726e-05
klebsiella_spp	Klebsiella spp.	5	69	0.2834840809681281	0.001467351430667645	314.0	0.9101449275362319	0.0011645959809554744	Mann-Whitney U (culture positive > culture negative)	0.8	0.3333333333333333	0.002096272765719854
serratia_marcescens	Serratia	4	70	0.7369351326278264	0.006480990647903936	275.0	0.9821428571428571	0.0006499574766678628	Mann-Whitney U (culture positive > culture negative)	1.0	0.45714285714285713	0.0014624043225026913
gas	GAS	4	70	0.0012663776199950618	0.0	274.0	0.9785714285714285	1.6159403178066154e-05	Mann-Whitney U (culture positive > culture negative)	0.25	0.0	7.27173143012977e-05
acinetobacter_baumannii	A. baumannii	3	71	0.0013438914962681167	0.0	176.0	0.8262910798122066	0.020339939934204406	Mann-Whitney U (culture positive > culture negative)	0.3333333333333333	0.14084507042253522	0.03050990990130661
e_faecalis	E. faecalis	2	72	0.001785262817689481	0.0	116.0	0.8055555555555556	0.05138962980840824	Mann-Whitney U (culture positive > culture negative)	0.0	0.013888888888888888	0.06607238118223917
proteus_mirabilis	Proteus	2	72	0.0010217574227671595	0.0	98.5	0.6840277777777778	0.13386359544234588	Mann-Whitney U (culture positive > culture negative)	0.0	0.0	0.15059654487263913
e_coli	E. coli	2	72	0.39034301529278614	0.0018068519887393395	77.0	0.5347222222222222	0.4402856806455822	Mann-Whitney U (culture positive > culture negative)	0.5	0.3055555555555556	0.4402856806455822
